"Step","polished-sweep-12 - eval/abs_Z","polished-sweep-12 - eval/abs_Z__MIN","polished-sweep-12 - eval/abs_Z__MAX","true-sweep-11 - eval/abs_Z","true-sweep-11 - eval/abs_Z__MIN","true-sweep-11 - eval/abs_Z__MAX","ruby-sweep-10 - eval/abs_Z","ruby-sweep-10 - eval/abs_Z__MIN","ruby-sweep-10 - eval/abs_Z__MAX","true-sweep-9 - eval/abs_Z","true-sweep-9 - eval/abs_Z__MIN","true-sweep-9 - eval/abs_Z__MAX","fluent-sweep-8 - eval/abs_Z","fluent-sweep-8 - eval/abs_Z__MIN","fluent-sweep-8 - eval/abs_Z__MAX","visionary-sweep-7 - eval/abs_Z","visionary-sweep-7 - eval/abs_Z__MIN","visionary-sweep-7 - eval/abs_Z__MAX","fallen-sweep-6 - eval/abs_Z","fallen-sweep-6 - eval/abs_Z__MIN","fallen-sweep-6 - eval/abs_Z__MAX","dashing-sweep-5 - eval/abs_Z","dashing-sweep-5 - eval/abs_Z__MIN","dashing-sweep-5 - eval/abs_Z__MAX","mild-sweep-4 - eval/abs_Z","mild-sweep-4 - eval/abs_Z__MIN","mild-sweep-4 - eval/abs_Z__MAX","vocal-sweep-3 - eval/abs_Z","vocal-sweep-3 - eval/abs_Z__MIN","vocal-sweep-3 - eval/abs_Z__MAX","devoted-sweep-2 - eval/abs_Z","devoted-sweep-2 - eval/abs_Z__MIN","devoted-sweep-2 - eval/abs_Z__MAX","glowing-sweep-1 - eval/abs_Z","glowing-sweep-1 - eval/abs_Z__MIN","glowing-sweep-1 - eval/abs_Z__MAX"
"26602","0.009528322499892342","0.009528322499892342","0.009528322499892342","0.0002926857106276357","0.0002926857106276357","0.0002926857106276357","0.0004024498438295226","0.0004024498438295226","0.0004024498438295226","0.000052444023313497245","0.000052444023313497245","0.000052444023313497245","0.0029706203104184494","0.0029706203104184494","0.0029706203104184494","0.0001534908652199509","0.0001534908652199509","0.0001534908652199509","0.00007900005724782578","0.00007900005724782578","0.00007900005724782578","0.00015446048731876236","0.00015446048731876236","0.00015446048731876236","0.0010550395370733355","0.0010550395370733355","0.0010550395370733355","0.00066626492137163","0.00066626492137163","0.00066626492137163","0.000157386262410912","0.000157386262410912","0.000157386262410912","0.00018530583242402037","0.00018530583242402037","0.00018530583242402037"
