"Step","polished-sweep-12 - eval/abs_Y","polished-sweep-12 - eval/abs_Y__MIN","polished-sweep-12 - eval/abs_Y__MAX","true-sweep-11 - eval/abs_Y","true-sweep-11 - eval/abs_Y__MIN","true-sweep-11 - eval/abs_Y__MAX","ruby-sweep-10 - eval/abs_Y","ruby-sweep-10 - eval/abs_Y__MIN","ruby-sweep-10 - eval/abs_Y__MAX","true-sweep-9 - eval/abs_Y","true-sweep-9 - eval/abs_Y__MIN","true-sweep-9 - eval/abs_Y__MAX","fluent-sweep-8 - eval/abs_Y","fluent-sweep-8 - eval/abs_Y__MIN","fluent-sweep-8 - eval/abs_Y__MAX","visionary-sweep-7 - eval/abs_Y","visionary-sweep-7 - eval/abs_Y__MIN","visionary-sweep-7 - eval/abs_Y__MAX","fallen-sweep-6 - eval/abs_Y","fallen-sweep-6 - eval/abs_Y__MIN","fallen-sweep-6 - eval/abs_Y__MAX","dashing-sweep-5 - eval/abs_Y","dashing-sweep-5 - eval/abs_Y__MIN","dashing-sweep-5 - eval/abs_Y__MAX","mild-sweep-4 - eval/abs_Y","mild-sweep-4 - eval/abs_Y__MIN","mild-sweep-4 - eval/abs_Y__MAX","vocal-sweep-3 - eval/abs_Y","vocal-sweep-3 - eval/abs_Y__MIN","vocal-sweep-3 - eval/abs_Y__MAX","devoted-sweep-2 - eval/abs_Y","devoted-sweep-2 - eval/abs_Y__MIN","devoted-sweep-2 - eval/abs_Y__MAX","glowing-sweep-1 - eval/abs_Y","glowing-sweep-1 - eval/abs_Y__MIN","glowing-sweep-1 - eval/abs_Y__MAX"
"26602","0.015363981638317934","0.015363981638317934","0.015363981638317934","0.00024844176175643084","0.00024844176175643084","0.00024844176175643084","0.00003218429475207176","0.00003218429475207176","0.00003218429475207176","0.000040022218960660825","0.000040022218960660825","0.000040022218960660825","0.0060522831249556755","0.0060522831249556755","0.0060522831249556755","0.00026685721940793345","0.00026685721940793345","0.00026685721940793345","0.0000442918436930074","0.0000442918436930074","0.0000442918436930074","0.0000807812611984683","0.0000807812611984683","0.0000807812611984683","0.0007628867232812148","0.0007628867232812148","0.0007628867232812148","0.0004952848177714171","0.0004952848177714171","0.0004952848177714171","0.00010849435905236909","0.00010849435905236909","0.00010849435905236909","0.00014125645214996046","0.00014125645214996046","0.00014125645214996046"
