"Step","polished-sweep-12 - arch/dim_h_Y","polished-sweep-12 - arch/dim_h_Y__MIN","polished-sweep-12 - arch/dim_h_Y__MAX","true-sweep-11 - arch/dim_h_Y","true-sweep-11 - arch/dim_h_Y__MIN","true-sweep-11 - arch/dim_h_Y__MAX","ruby-sweep-10 - arch/dim_h_Y","ruby-sweep-10 - arch/dim_h_Y__MIN","ruby-sweep-10 - arch/dim_h_Y__MAX","true-sweep-9 - arch/dim_h_Y","true-sweep-9 - arch/dim_h_Y__MIN","true-sweep-9 - arch/dim_h_Y__MAX","fluent-sweep-8 - arch/dim_h_Y","fluent-sweep-8 - arch/dim_h_Y__MIN","fluent-sweep-8 - arch/dim_h_Y__MAX","visionary-sweep-7 - arch/dim_h_Y","visionary-sweep-7 - arch/dim_h_Y__MIN","visionary-sweep-7 - arch/dim_h_Y__MAX","fallen-sweep-6 - arch/dim_h_Y","fallen-sweep-6 - arch/dim_h_Y__MIN","fallen-sweep-6 - arch/dim_h_Y__MAX","dashing-sweep-5 - arch/dim_h_Y","dashing-sweep-5 - arch/dim_h_Y__MIN","dashing-sweep-5 - arch/dim_h_Y__MAX","mild-sweep-4 - arch/dim_h_Y","mild-sweep-4 - arch/dim_h_Y__MIN","mild-sweep-4 - arch/dim_h_Y__MAX","vocal-sweep-3 - arch/dim_h_Y","vocal-sweep-3 - arch/dim_h_Y__MIN","vocal-sweep-3 - arch/dim_h_Y__MAX","devoted-sweep-2 - arch/dim_h_Y","devoted-sweep-2 - arch/dim_h_Y__MIN","devoted-sweep-2 - arch/dim_h_Y__MAX","glowing-sweep-1 - arch/dim_h_Y","glowing-sweep-1 - arch/dim_h_Y__MIN","glowing-sweep-1 - arch/dim_h_Y__MAX"
"26602","80","80","80","60","60","60","40","40","40","20","20","20","80","80","80","60","60","60","40","40","40","20","20","20","80","80","80","60","60","60","40","40","40","20","20","20"
