"Step","polished-sweep-12 - arch/batch_size","polished-sweep-12 - arch/batch_size__MIN","polished-sweep-12 - arch/batch_size__MAX","true-sweep-11 - arch/batch_size","true-sweep-11 - arch/batch_size__MIN","true-sweep-11 - arch/batch_size__MAX","ruby-sweep-10 - arch/batch_size","ruby-sweep-10 - arch/batch_size__MIN","ruby-sweep-10 - arch/batch_size__MAX","true-sweep-9 - arch/batch_size","true-sweep-9 - arch/batch_size__MIN","true-sweep-9 - arch/batch_size__MAX","fluent-sweep-8 - arch/batch_size","fluent-sweep-8 - arch/batch_size__MIN","fluent-sweep-8 - arch/batch_size__MAX","visionary-sweep-7 - arch/batch_size","visionary-sweep-7 - arch/batch_size__MIN","visionary-sweep-7 - arch/batch_size__MAX","fallen-sweep-6 - arch/batch_size","fallen-sweep-6 - arch/batch_size__MIN","fallen-sweep-6 - arch/batch_size__MAX","dashing-sweep-5 - arch/batch_size","dashing-sweep-5 - arch/batch_size__MIN","dashing-sweep-5 - arch/batch_size__MAX","mild-sweep-4 - arch/batch_size","mild-sweep-4 - arch/batch_size__MIN","mild-sweep-4 - arch/batch_size__MAX","vocal-sweep-3 - arch/batch_size","vocal-sweep-3 - arch/batch_size__MIN","vocal-sweep-3 - arch/batch_size__MAX","devoted-sweep-2 - arch/batch_size","devoted-sweep-2 - arch/batch_size__MIN","devoted-sweep-2 - arch/batch_size__MAX","glowing-sweep-1 - arch/batch_size","glowing-sweep-1 - arch/batch_size__MIN","glowing-sweep-1 - arch/batch_size__MAX"
"26602","8192","8192","8192","8192","8192","8192","8192","8192","8192","8192","8192","8192","4096","4096","4096","4096","4096","4096","4096","4096","4096","4096","4096","4096","2048","2048","2048","2048","2048","2048","2048","2048","2048","2048","2048","2048"
