"Step","graceful-sweep-12 - eval/abs_Y","graceful-sweep-12 - eval/abs_Y__MIN","graceful-sweep-12 - eval/abs_Y__MAX","floral-sweep-11 - eval/abs_Y","floral-sweep-11 - eval/abs_Y__MIN","floral-sweep-11 - eval/abs_Y__MAX","sunny-sweep-10 - eval/abs_Y","sunny-sweep-10 - eval/abs_Y__MIN","sunny-sweep-10 - eval/abs_Y__MAX","legendary-sweep-9 - eval/abs_Y","legendary-sweep-9 - eval/abs_Y__MIN","legendary-sweep-9 - eval/abs_Y__MAX","autumn-sweep-8 - eval/abs_Y","autumn-sweep-8 - eval/abs_Y__MIN","autumn-sweep-8 - eval/abs_Y__MAX","cosmic-sweep-7 - eval/abs_Y","cosmic-sweep-7 - eval/abs_Y__MIN","cosmic-sweep-7 - eval/abs_Y__MAX","eager-sweep-6 - eval/abs_Y","eager-sweep-6 - eval/abs_Y__MIN","eager-sweep-6 - eval/abs_Y__MAX","golden-sweep-5 - eval/abs_Y","golden-sweep-5 - eval/abs_Y__MIN","golden-sweep-5 - eval/abs_Y__MAX","icy-sweep-4 - eval/abs_Y","icy-sweep-4 - eval/abs_Y__MIN","icy-sweep-4 - eval/abs_Y__MAX","splendid-sweep-3 - eval/abs_Y","splendid-sweep-3 - eval/abs_Y__MIN","splendid-sweep-3 - eval/abs_Y__MAX","floral-sweep-2 - eval/abs_Y","floral-sweep-2 - eval/abs_Y__MIN","floral-sweep-2 - eval/abs_Y__MAX","volcanic-sweep-1 - eval/abs_Y","volcanic-sweep-1 - eval/abs_Y__MIN","volcanic-sweep-1 - eval/abs_Y__MAX"
"26602","0.0029134979548819926","0.0029134979548819926","0.0029134979548819926","0.0032284451389622726","0.0032284451389622726","0.0032284451389622726","0.00002503935758558537","0.00002503935758558537","0.00002503935758558537","0.00006186782498458586","0.00006186782498458586","0.00006186782498458586","0.001606839508062539","0.001606839508062539","0.001606839508062539","0.00004547875257411232","0.00004547875257411232","0.00004547875257411232","0.00003643723005381679","0.00003643723005381679","0.00003643723005381679","0.00021557851157232884","0.00021557851157232884","0.00021557851157232884","0.006166574289545373","0.006166574289545373","0.006166574289545373","0.0007495888571968821","0.0007495888571968821","0.0007495888571968821","0.0000933783300253703","0.0000933783300253703","0.0000933783300253703","0.000044679924081780094","0.000044679924081780094","0.000044679924081780094"
