"Step","graceful-sweep-12 - eval/abs_Z","graceful-sweep-12 - eval/abs_Z__MIN","graceful-sweep-12 - eval/abs_Z__MAX","floral-sweep-11 - eval/abs_Z","floral-sweep-11 - eval/abs_Z__MIN","floral-sweep-11 - eval/abs_Z__MAX","sunny-sweep-10 - eval/abs_Z","sunny-sweep-10 - eval/abs_Z__MIN","sunny-sweep-10 - eval/abs_Z__MAX","legendary-sweep-9 - eval/abs_Z","legendary-sweep-9 - eval/abs_Z__MIN","legendary-sweep-9 - eval/abs_Z__MAX","autumn-sweep-8 - eval/abs_Z","autumn-sweep-8 - eval/abs_Z__MIN","autumn-sweep-8 - eval/abs_Z__MAX","cosmic-sweep-7 - eval/abs_Z","cosmic-sweep-7 - eval/abs_Z__MIN","cosmic-sweep-7 - eval/abs_Z__MAX","eager-sweep-6 - eval/abs_Z","eager-sweep-6 - eval/abs_Z__MIN","eager-sweep-6 - eval/abs_Z__MAX","golden-sweep-5 - eval/abs_Z","golden-sweep-5 - eval/abs_Z__MIN","golden-sweep-5 - eval/abs_Z__MAX","icy-sweep-4 - eval/abs_Z","icy-sweep-4 - eval/abs_Z__MIN","icy-sweep-4 - eval/abs_Z__MAX","splendid-sweep-3 - eval/abs_Z","splendid-sweep-3 - eval/abs_Z__MIN","splendid-sweep-3 - eval/abs_Z__MAX","floral-sweep-2 - eval/abs_Z","floral-sweep-2 - eval/abs_Z__MIN","floral-sweep-2 - eval/abs_Z__MAX","volcanic-sweep-1 - eval/abs_Z","volcanic-sweep-1 - eval/abs_Z__MIN","volcanic-sweep-1 - eval/abs_Z__MAX"
"26602","0.004505171583977115","0.004505171583977115","0.004505171583977115","0.005912191143688912","0.005912191143688912","0.005912191143688912","0.00003666939367048548","0.00003666939367048548","0.00003666939367048548","0.00003475357220386431","0.00003475357220386431","0.00003475357220386431","0.0006123320735498272","0.0006123320735498272","0.0006123320735498272","0.00012467304094991718","0.00012467304094991718","0.00012467304094991718","0.00003881818122174843","0.00003881818122174843","0.00003881818122174843","0.00003643206701379812","0.00003643206701379812","0.00003643206701379812","0.006360110495774819","0.006360110495774819","0.006360110495774819","0.0005922431322363184","0.0005922431322363184","0.0005922431322363184","0.000036890835804645885","0.000036890835804645885","0.000036890835804645885","0.00004513899154585875","0.00004513899154585875","0.00004513899154585875"
