"Step","graceful-sweep-12 - arch/batch_size","graceful-sweep-12 - arch/batch_size__MIN","graceful-sweep-12 - arch/batch_size__MAX","floral-sweep-11 - arch/batch_size","floral-sweep-11 - arch/batch_size__MIN","floral-sweep-11 - arch/batch_size__MAX","sunny-sweep-10 - arch/batch_size","sunny-sweep-10 - arch/batch_size__MIN","sunny-sweep-10 - arch/batch_size__MAX","legendary-sweep-9 - arch/batch_size","legendary-sweep-9 - arch/batch_size__MIN","legendary-sweep-9 - arch/batch_size__MAX","autumn-sweep-8 - arch/batch_size","autumn-sweep-8 - arch/batch_size__MIN","autumn-sweep-8 - arch/batch_size__MAX","cosmic-sweep-7 - arch/batch_size","cosmic-sweep-7 - arch/batch_size__MIN","cosmic-sweep-7 - arch/batch_size__MAX","eager-sweep-6 - arch/batch_size","eager-sweep-6 - arch/batch_size__MIN","eager-sweep-6 - arch/batch_size__MAX","golden-sweep-5 - arch/batch_size","golden-sweep-5 - arch/batch_size__MIN","golden-sweep-5 - arch/batch_size__MAX","icy-sweep-4 - arch/batch_size","icy-sweep-4 - arch/batch_size__MIN","icy-sweep-4 - arch/batch_size__MAX","splendid-sweep-3 - arch/batch_size","splendid-sweep-3 - arch/batch_size__MIN","splendid-sweep-3 - arch/batch_size__MAX","floral-sweep-2 - arch/batch_size","floral-sweep-2 - arch/batch_size__MIN","floral-sweep-2 - arch/batch_size__MAX","volcanic-sweep-1 - arch/batch_size","volcanic-sweep-1 - arch/batch_size__MIN","volcanic-sweep-1 - arch/batch_size__MAX"
"26602","8192","8192","8192","8192","8192","8192","8192","8192","8192","8192","8192","8192","4096","4096","4096","4096","4096","4096","4096","4096","4096","4096","4096","4096","2048","2048","2048","2048","2048","2048","2048","2048","2048","2048","2048","2048"
