"Step","graceful-sweep-12 - arch/dim_h_Y","graceful-sweep-12 - arch/dim_h_Y__MIN","graceful-sweep-12 - arch/dim_h_Y__MAX","floral-sweep-11 - arch/dim_h_Y","floral-sweep-11 - arch/dim_h_Y__MIN","floral-sweep-11 - arch/dim_h_Y__MAX","sunny-sweep-10 - arch/dim_h_Y","sunny-sweep-10 - arch/dim_h_Y__MIN","sunny-sweep-10 - arch/dim_h_Y__MAX","legendary-sweep-9 - arch/dim_h_Y","legendary-sweep-9 - arch/dim_h_Y__MIN","legendary-sweep-9 - arch/dim_h_Y__MAX","autumn-sweep-8 - arch/dim_h_Y","autumn-sweep-8 - arch/dim_h_Y__MIN","autumn-sweep-8 - arch/dim_h_Y__MAX","cosmic-sweep-7 - arch/dim_h_Y","cosmic-sweep-7 - arch/dim_h_Y__MIN","cosmic-sweep-7 - arch/dim_h_Y__MAX","eager-sweep-6 - arch/dim_h_Y","eager-sweep-6 - arch/dim_h_Y__MIN","eager-sweep-6 - arch/dim_h_Y__MAX","golden-sweep-5 - arch/dim_h_Y","golden-sweep-5 - arch/dim_h_Y__MIN","golden-sweep-5 - arch/dim_h_Y__MAX","icy-sweep-4 - arch/dim_h_Y","icy-sweep-4 - arch/dim_h_Y__MIN","icy-sweep-4 - arch/dim_h_Y__MAX","splendid-sweep-3 - arch/dim_h_Y","splendid-sweep-3 - arch/dim_h_Y__MIN","splendid-sweep-3 - arch/dim_h_Y__MAX","floral-sweep-2 - arch/dim_h_Y","floral-sweep-2 - arch/dim_h_Y__MIN","floral-sweep-2 - arch/dim_h_Y__MAX","volcanic-sweep-1 - arch/dim_h_Y","volcanic-sweep-1 - arch/dim_h_Y__MIN","volcanic-sweep-1 - arch/dim_h_Y__MAX"
"26602","80","80","80","60","60","60","40","40","40","20","20","20","80","80","80","60","60","60","40","40","40","20","20","20","80","80","80","60","60","60","40","40","40","20","20","20"
