"Step","graceful-sweep-12 - eval/training_time_min","graceful-sweep-12 - eval/training_time_min__MIN","graceful-sweep-12 - eval/training_time_min__MAX","floral-sweep-11 - eval/training_time_min","floral-sweep-11 - eval/training_time_min__MIN","floral-sweep-11 - eval/training_time_min__MAX","sunny-sweep-10 - eval/training_time_min","sunny-sweep-10 - eval/training_time_min__MIN","sunny-sweep-10 - eval/training_time_min__MAX","legendary-sweep-9 - eval/training_time_min","legendary-sweep-9 - eval/training_time_min__MIN","legendary-sweep-9 - eval/training_time_min__MAX","autumn-sweep-8 - eval/training_time_min","autumn-sweep-8 - eval/training_time_min__MIN","autumn-sweep-8 - eval/training_time_min__MAX","cosmic-sweep-7 - eval/training_time_min","cosmic-sweep-7 - eval/training_time_min__MIN","cosmic-sweep-7 - eval/training_time_min__MAX","eager-sweep-6 - eval/training_time_min","eager-sweep-6 - eval/training_time_min__MIN","eager-sweep-6 - eval/training_time_min__MAX","golden-sweep-5 - eval/training_time_min","golden-sweep-5 - eval/training_time_min__MIN","golden-sweep-5 - eval/training_time_min__MAX","icy-sweep-4 - eval/training_time_min","icy-sweep-4 - eval/training_time_min__MIN","icy-sweep-4 - eval/training_time_min__MAX","splendid-sweep-3 - eval/training_time_min","splendid-sweep-3 - eval/training_time_min__MIN","splendid-sweep-3 - eval/training_time_min__MAX","floral-sweep-2 - eval/training_time_min","floral-sweep-2 - eval/training_time_min__MIN","floral-sweep-2 - eval/training_time_min__MAX","volcanic-sweep-1 - eval/training_time_min","volcanic-sweep-1 - eval/training_time_min__MIN","volcanic-sweep-1 - eval/training_time_min__MAX"
"26602","10.980106361707051","10.980106361707051","10.980106361707051","10.243821442127228","10.243821442127228","10.243821442127228","9.762285355726878","9.762285355726878","9.762285355726878","9.440465454260508","9.440465454260508","9.440465454260508","8.880363615353902","8.880363615353902","8.880363615353902","8.497383972009024","8.497383972009024","8.497383972009024","8.210634259382884","8.210634259382884","8.210634259382884","8.040612137317657","8.040612137317657","8.040612137317657","7.809140737851461","7.809140737851461","7.809140737851461","7.807358745733897","7.807358745733897","7.807358745733897","7.6558202783266704","7.6558202783266704","7.6558202783266704","7.542325369517008","7.542325369517008","7.542325369517008"
